geo,sector,year,elec_carb_int_inp,elec_gen_GWh_inp,emis_int_inp,emissions_MtCo2_inp,ind_val_add_2019_bln_inp,pcap_emis_int_inp,pop_inp,resi_emis_int_inp
NT,Construction,2041,,,,,,,,
NT,Construction,2042,,,,,,,,
NT,Construction,2043,,,,,,,,
NT,Construction,2044,,,,,,,,
NT,Construction,2045,,,,,,,,
NT,Construction,2046,,,,,,,,
NT,Construction,2047,,,,,,,,
NT,Construction,2048,,,,,,,,
NT,Construction,2049,,,,,,,,
NT,Construction,2050,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",1990,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2005,,,,1.478,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2006,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2007,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2008,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2009,,,6.5722848674515255,1.9846,0.301965,,,
NT,"Electricity generation, Gas, Water & Waste Services",2010,,,6.556030193070292,2.14097,0.326565,,,
NT,"Electricity generation, Gas, Water & Waste Services",2011,,,5.619014959921128,1.9662899999999999,0.349935,,,
NT,"Electricity generation, Gas, Water & Waste Services",2012,,,5.542766363624229,2.0759600000000002,0.37453499999999995,,,
NT,"Electricity generation, Gas, Water & Waste Services",2013,,,4.907875552919663,1.98607,0.40467000000000003,,,
NT,"Electricity generation, Gas, Water & Waste Services",2014,,,4.644866834875246,2.0710300000000004,0.445875,,,
NT,"Electricity generation, Gas, Water & Waste Services",2015,,,4.259621982409082,2.04858,0.48093,,,
NT,"Electricity generation, Gas, Water & Waste Services",2016,,,3.9955978584176086,2.01498,0.5043,,,
NT,"Electricity generation, Gas, Water & Waste Services",2017,,,3.860381132285126,2.0844899999999997,0.5399700000000001,,,
NT,"Electricity generation, Gas, Water & Waste Services",2018,,,5.232358418227627,2.38831,0.45644999999999997,,,
NT,"Electricity generation, Gas, Water & Waste Services",2019,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2020,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2021,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2022,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2023,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2024,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2025,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2026,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2027,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2028,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2029,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2030,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2031,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2032,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2033,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2034,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2035,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2036,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2037,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2038,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2039,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2040,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2041,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2042,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2043,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2044,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2045,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2046,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2047,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2048,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2049,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2050,,,,,,,,
NT,LULUCF,1990,,,,,,,,
NT,LULUCF,2005,,,,6.058,,,,
NT,LULUCF,2006,,,,,,,,
NT,LULUCF,2007,,,,,,,,
NT,LULUCF,2008,,,,,,,,
NT,LULUCF,2009,,,,8.46514,,,,
NT,LULUCF,2010,,,,5.37646,,,,
NT,LULUCF,2011,,,,3.5044,,,,
NT,LULUCF,2012,,,,2.3611,,,,
NT,LULUCF,2013,,,,4.13642,,,,
NT,LULUCF,2014,,,,3.4768000000000003,,,,
NT,LULUCF,2015,,,,3.66947,,,,
NT,LULUCF,2016,,,,4.44395,,,,
NT,LULUCF,2017,,,,6.16292,,,,
NT,LULUCF,2018,,,,5.50675,,,,
NT,LULUCF,2019,,,,,,,,
NT,LULUCF,2020,,,,,,,,
NT,LULUCF,2021,,,,,,,,
NT,LULUCF,2022,,,,,,,,
NT,LULUCF,2023,,,,,,,,
NT,LULUCF,2024,,,,,,,,
NT,LULUCF,2025,,,,,,,,
NT,LULUCF,2026,,,,,,,,
NT,LULUCF,2027,,,,,,,,
NT,LULUCF,2028,,,,,,,,
NT,LULUCF,2029,,,,,,,,
NT,LULUCF,2030,,,,,,,,
NT,LULUCF,2031,,,,,,,,
NT,LULUCF,2032,,,,,,,,
NT,LULUCF,2033,,,,,,,,
NT,LULUCF,2034,,,,,,,,
NT,LULUCF,2035,,,,,,,,
NT,LULUCF,2036,,,,,,,,
NT,LULUCF,2037,,,,,,,,
NT,LULUCF,2038,,,,,,,,
NT,LULUCF,2039,,,,,,,,
NT,LULUCF,2040,,,,,,,,
NT,LULUCF,2041,,,,,,,,
NT,LULUCF,2042,,,,,,,,
NT,LULUCF,2043,,,,,,,,
NT,LULUCF,2044,,,,,,,,
NT,LULUCF,2045,,,,,,,,
NT,LULUCF,2046,,,,,,,,
NT,LULUCF,2047,,,,,,,,
NT,LULUCF,2048,,,,,,,,
NT,LULUCF,2049,,,,,,,,
NT,LULUCF,2050,,,,,,,,
NT,Manufacturing,1990,,,,,,,,
NT,Manufacturing,2005,,,,1.7,,,,
NT,Manufacturing,2006,,,,,,,,
NT,Manufacturing,2007,,,,,,,,
NT,Manufacturing,2008,,,,,,,,
NT,Manufacturing,2009,,,1.2390607522993071,1.56748,1.265055,,,
NT,Manufacturing,2010,,,1.2261999583808725,1.70882,1.3935899999999999,,,
NT,Manufacturing,2011,,,1.1320836849225164,1.69045,1.49322,,,
NT,Manufacturing,2012,,,1.1131566604127578,1.70874,1.53504,,,
NT,Manufacturing,2013,,,0.9512953094670792,1.4433099999999999,1.517205,,,
NT,Manufacturing,2014,,,0.7658193011425587,1.0922,1.426185,,,
NT,Manufacturing,2015,,,0.14215984190871528,0.18596000000000001,1.308105,,,
NT,Manufacturing,2016,,,0.09075087648497994,0.10794,1.18941,,,
NT,Manufacturing,2017,,,0.09834459790381037,0.11044,1.12299,,,
NT,Manufacturing,2018,,,0.11664019763543321,0.11237,0.96339,,,
NT,Manufacturing,2019,,,,,,,,
NT,Manufacturing,2020,,,,,,,,
NT,Manufacturing,2021,,,,,,,,
NT,Manufacturing,2022,,,,,,,,
NT,Manufacturing,2023,,,,,,,,
NT,Manufacturing,2024,,,,,,,,
NT,Manufacturing,2025,,,,,,,,
NT,Manufacturing,2026,,,,,,,,
NT,Manufacturing,2027,,,,,,,,
NT,Manufacturing,2028,,,,,,,,
NT,Manufacturing,2029,,,,,,,,
NT,Manufacturing,2030,,,,,,,,
NT,Manufacturing,2031,,,,,,,,
NT,Manufacturing,2032,,,,,,,,
NT,Manufacturing,2033,,,,,,,,
NT,Manufacturing,2034,,,,,,,,
NT,Manufacturing,2035,,,,,,,,
NT,Manufacturing,2036,,,,,,,,
NT,Manufacturing,2037,,,,,,,,
NT,Manufacturing,2038,,,,,,,,
NT,Manufacturing,2039,,,,,,,,
NT,Manufacturing,2040,,,,,,,,
NT,Manufacturing,2041,,,,,,,,
NT,Manufacturing,2042,,,,,,,,
NT,Manufacturing,2043,,,,,,,,
NT,Manufacturing,2044,,,,,,,,
NT,Manufacturing,2045,,,,,,,,
NT,Manufacturing,2046,,,,,,,,
NT,Manufacturing,2047,,,,,,,,
NT,Manufacturing,2048,,,,,,,,
NT,Manufacturing,2049,,,,,,,,
NT,Manufacturing,2050,,,,,,,,
NT,Mining,1990,,,,,,,,
NT,Mining,2005,,,,0.773,,,,
NT,Mining,2006,,,,,,,,
NT,Mining,2007,,,,,,,,
NT,Mining,2008,,,,,,,,
NT,Mining,2009,,,0.4489119017541912,2.42537,5.402774999999999,,,
NT,Mining,2010,,,0.47367184107901833,2.37824,5.02086,,,
NT,Mining,2011,,,0.37859550847519197,2.0843499999999997,5.5054799999999995,,,
NT,Mining,2012,,,0.36285171390301757,2.03851,5.618024999999999,,,
NT,Mining,2013,,,0.42473762404113113,2.4514899999999997,5.771775,,,
NT,Mining,2014,,,0.5106514356282803,2.67948,5.24718,,,
NT,Mining,2015,,,0.7260840720421656,2.9659299999999997,4.08483,,,
NT,Mining,2016,,,0.8752803236451256,3.14581,3.59406,,,
NT,Mining,2017,,,0.6742804475308031,2.5532,3.786555,,,
NT,Mining,2018,,,0.654882096554018,2.8352399999999998,4.32939,,,
NT,Mining,2019,,,,,,,,
NT,Mining,2020,,,,,,,,
NT,Mining,2021,,,,,,,,
NT,Mining,2022,,,,,,,,
NT,Mining,2023,,,,,,,,
NT,Mining,2024,,,,,,,,
NT,Mining,2025,,,,,,,,
NT,Mining,2026,,,,,,,,
NT,Mining,2027,,,,,,,,
NT,Mining,2028,,,,,,,,
NT,Mining,2029,,,,,,,,
NT,Mining,2030,,,,,,,,
NT,Mining,2031,,,,,,,,
NT,Mining,2032,,,,,,,,
NT,Mining,2033,,,,,,,,
NT,Mining,2034,,,,,,,,
NT,Mining,2035,,,,,,,,
NT,Mining,2036,,,,,,,,
NT,Mining,2037,,,,,,,,
NT,Mining,2038,,,,,,,,
NT,Mining,2039,,,,,,,,
NT,Mining,2040,,,,,,,,
NT,Mining,2041,,,,,,,,
NT,Mining,2042,,,,,,,,
NT,Mining,2043,,,,,,,,
NT,Mining,2044,,,,,,,,
NT,Mining,2045,,,,,,,,
NT,Mining,2046,,,,,,,,
NT,Mining,2047,,,,,,,,
NT,Mining,2048,,,,,,,,
NT,Mining,2049,,,,,,,,
NT,Mining,2050,,,,,,,,
NT,Overall,1990,,,,,,,,
NT,Overall,2005,,,,,,,,
NT,Overall,2006,,,,,,,,
NT,Overall,2007,,,,,,,,
NT,Overall,2008,,,,,,,,
NT,Overall,2009,,,,,,80.55794219274688,0.226027,2.0988642949736094
NT,Overall,2010,,,,,,69.18551819582379,0.229778,2.081661429727824
NT,Overall,2011,,,,,,60.6684191411722,0.231292,2.1740916244401016
NT,Overall,2012,,,,,,54.953818112455764,0.235915,1.9670220206430282
NT,Overall,2013,,,,,,61.282795939136705,0.241722,1.9177402139648028
NT,Overall,2014,,,,,,58.24623086613915,0.242894,1.919767470583876
NT,Overall,2015,,,,,,56.02349075572556,0.244692,2.0217252709528712
NT,Overall,2016,,,,,,60.16220418596699,0.245678,2.183223569061943
NT,Overall,2017,,,,,,64.28375306368838,0.247659,2.12090010861709
NT,Overall,2018,,,,,,64.30763503018463,0.249796,2.385986965363737
NT,Overall,2019,,,,,,,0.252035,
NT,Overall,2020,,,,,,,0.254322,
NT,Overall,2021,,,,,,,0.25711,
NT,Overall,2022,,,,,,,0.259911,
NT,Overall,2023,,,,,,,0.263224,
NT,Overall,2024,,,,,,,0.266539,
NT,Overall,2025,,,,,,,0.269844,
NT,Overall,2026,,,,,,,0.273668,
NT,Overall,2027,,,,,,,0.277485,
NT,Overall,2028,,,,,,,0.281308,
NT,Overall,2029,,,,,,,0.285135,
NT,Overall,2030,,,,,,,0.288967,
NT,Overall,2031,,,,,,,0.292807,
NT,Overall,2032,,,,,,,0.29665,
NT,Overall,2033,,,,,,,0.300499,
NT,Overall,2034,,,,,,,0.304354,
NT,Overall,2035,,,,,,,0.308217,
NT,Overall,2036,,,,,,,0.31209,
NT,Overall,2037,,,,,,,0.315979,
NT,Overall,2038,,,,,,,0.319883,
NT,Overall,2039,,,,,,,0.323808,
NT,Overall,2040,,,,,,,0.327753,
NT,Overall,2041,,,,,,,0.331718,
NT,Overall,2042,,,,,,,0.335704,
NT,Overall,2043,,,,,,,0.339712,
NT,Overall,2044,,,,,,,0.343743,
NT,Overall,2045,,,,,,,0.347796,
NT,Overall,2046,,,,,,,0.351872,
NT,Overall,2047,,,,,,,0.355972,
NT,Overall,2048,,,,,,,0.360096,
NT,Overall,2049,,,,,,,0.364244,
NT,Overall,2050,,,,,,,0.368415,
NT,Residential,1990,,,,,,,,
NT,Residential,2005,,,,0.454,,,,
NT,Residential,2006,,,,,,,,
NT,Residential,2007,,,,,,,,
NT,Residential,2008,,,,,,,,
NT,Residential,2009,,,,0.4744,,,,
NT,Residential,2010,,,,0.47831999999999997,,,,
NT,Residential,2011,,,,0.50285,,,,
NT,Residential,2012,,,,0.46405,,,,
NT,Residential,2013,,,,0.46356,,,,
NT,Residential,2014,,,,0.4663,,,,
NT,Residential,2015,,,,0.4947,,,,
NT,Residential,2016,,,,0.53637,,,,
NT,Residential,2017,,,,0.52526,,,,
NT,Residential,2018,,,,0.59601,,,,
NT,Residential,2019,,,,,,,,
NT,Residential,2020,,,,,,,,
NT,Residential,2021,,,,,,,,
NT,Residential,2022,,,,,,,,
NT,Residential,2023,,,,,,,,
NT,Residential,2024,,,,,,,,
NT,Residential,2025,,,,,,,,
NT,Residential,2026,,,,,,,,
NT,Residential,2027,,,,,,,,
NT,Residential,2028,,,,,,,,
NT,Residential,2029,,,,,,,,
NT,Residential,2030,,,,,,,,
NT,Residential,2031,,,,,,,,
NT,Residential,2032,,,,,,,,
NT,Residential,2033,,,,,,,,
NT,Residential,2034,,,,,,,,
NT,Residential,2035,,,,,,,,
NT,Residential,2036,,,,,,,,
NT,Residential,2037,,,,,,,,
NT,Residential,2038,,,,,,,,
NT,Residential,2039,,,,,,,,
NT,Residential,2040,,,,,,,,
NT,Residential,2041,,,,,,,,
NT,Residential,2042,,,,,,,,
NT,Residential,2043,,,,,,,,
NT,Residential,2044,,,,,,,,
NT,Residential,2045,,,,,,,,
NT,Residential,2046,,,,,,,,
NT,Residential,2047,,,,,,,,
NT,Residential,2048,,,,,,,,
NT,Residential,2049,,,,,,,,
NT,Residential,2050,,,,,,,,
NT,Services,1990,,,,,,,,
NT,Services,2005,,,,0.211,,,,
NT,Services,2006,,,,,,,,
NT,Services,2007,,,,,,,,
NT,Services,2008,,,,,,,,
NT,Services,2009,,,0.024153118866912314,0.21543,8.919345,,,
NT,Services,2010,,,0.021817564412750966,0.21074,9.65919,,,
NT,Services,2011,,,0.02157525319695041,0.22679,10.51158,,,
NT,Services,2012,,,0.01949003627403404,0.21988999999999997,11.282174999999999,,,
NT,Services,2013,,,0.019650247567622424,0.23429,11.923005,,,
NT,Services,2014,,,0.025804188574763885,0.32074,12.429765,,,
NT,Services,2015,,,0.02042212895556132,0.26232,12.84489,,,
NT,Services,2016,,,0.021389878988145327,0.28634,13.386705,,,
NT,Services,2017,,,0.021014629569237282,0.29384,13.98264,,,
NT,Services,2018,,,0.03397494637755265,0.40264999999999995,11.85138,,,
NT,Services,2019,,,,,,,,
NT,Services,2020,,,,,,,,
NT,Services,2021,,,,,,,,
NT,Services,2022,,,,,,,,
NT,Services,2023,,,,,,,,
NT,Services,2024,,,,,,,,
NT,Services,2025,,,,,,,,
NT,Services,2026,,,,,,,,
NT,Services,2027,,,,,,,,
NT,Services,2028,,,,,,,,
NT,Services,2029,,,,,,,,
NT,Services,2030,,,,,,,,
NT,Services,2031,,,,,,,,
NT,Services,2032,,,,,,,,
NT,Services,2033,,,,,,,,
NT,Services,2034,,,,,,,,
NT,Services,2035,,,,,,,,
NT,Services,2036,,,,,,,,
NT,Services,2037,,,,,,,,
NT,Services,2038,,,,,,,,
NT,Services,2039,,,,,,,,
NT,Services,2040,,,,,,,,
NT,Services,2041,,,,,,,,
NT,Services,2042,,,,,,,,
NT,Services,2043,,,,,,,,
NT,Services,2044,,,,,,,,
NT,Services,2045,,,,,,,,
NT,Services,2046,,,,,,,,
NT,Services,2047,,,,,,,,
NT,Services,2048,,,,,,,,
NT,Services,2049,,,,,,,,
NT,Services,2050,,,,,,,,
National,Agriculture & Forestry,1990,,,,,,,,
National,Agriculture & Forestry,2005,,,,80.05608221542181,,,,
National,Agriculture & Forestry,2006,,,,78.54734176043739,,,,
National,Agriculture & Forestry,2007,,,,74.6508876864101,,,,
National,Agriculture & Forestry,2008,,,2.882368734302741,72.1456894195976,25.03,,,
National,Agriculture & Forestry,2009,,,2.792100038233282,72.4685237168389,25.954845,,,
National,Agriculture & Forestry,2010,,,2.5627849208985127,70.1408605000714,27.369,,,
National,Agriculture & Forestry,2011,,,2.618944157111666,74.728114516894,28.53368,,,
National,Agriculture & Forestry,2012,,,2.581026931716867,76.1735639227974,29.51289,,,
National,Agriculture & Forestry,2013,,,2.589230202936746,76.3691376972031,29.494920000000004,,,
National,Agriculture & Forestry,2014,,,2.532304431591414,76.84153714746999,30.344510000000003,,,
National,Agriculture & Forestry,2015,,,2.330376474014508,74.03708594508949,31.77044,,,
National,Agriculture & Forestry,2016,,,2.1122734941294024,73.1227049425066,34.618010000000005,,,
National,Agriculture & Forestry,2017,,,2.206899683197532,77.0180623879867,34.89876,,,
National,Agriculture & Forestry,2018,,,,75.5876385698675,,,,
National,Agriculture & Forestry,2019,,,,,,,,
National,Agriculture & Forestry,2020,,,,,,,,
National,Agriculture & Forestry,2021,,,,,,,,
National,Agriculture & Forestry,2022,,,,,,,,
National,Agriculture & Forestry,2023,,,,,,,,
National,Agriculture & Forestry,2024,,,,,,,,
National,Agriculture & Forestry,2025,,,,,,,,
National,Agriculture & Forestry,2026,,,,,,,,
National,Agriculture & Forestry,2027,,,,,,,,
National,Agriculture & Forestry,2028,,,,,,,,
National,Agriculture & Forestry,2029,,,,,,,,
National,Agriculture & Forestry,2030,,,,,,,,
National,Agriculture & Forestry,2031,,,,,,,,
National,Agriculture & Forestry,2032,,,,,,,,
National,Agriculture & Forestry,2033,,,,,,,,
National,Agriculture & Forestry,2034,,,,,,,,
National,Agriculture & Forestry,2035,,,,,,,,
National,Agriculture & Forestry,2036,,,,,,,,
National,Agriculture & Forestry,2037,,,,,,,,
National,Agriculture & Forestry,2038,,,,,,,,
National,Agriculture & Forestry,2039,,,,,,,,
National,Agriculture & Forestry,2040,,,,,,,,
National,Agriculture & Forestry,2041,,,,,,,,
National,Agriculture & Forestry,2042,,,,,,,,
National,Agriculture & Forestry,2043,,,,,,,,
National,Agriculture & Forestry,2044,,,,,,,,
National,Agriculture & Forestry,2045,,,,,,,,
National,Agriculture & Forestry,2046,,,,,,,,
National,Agriculture & Forestry,2047,,,,,,,,
National,Agriculture & Forestry,2048,,,,,,,,
National,Agriculture & Forestry,2049,,,,,,,,
National,Agriculture & Forestry,2050,,,,,,,,
National,Commercial Transport,1990,,,,,,,,
National,Commercial Transport,2005,,,,22.471580000000003,,,,
National,Commercial Transport,2006,,,,23.282130000000002,,,,
National,Commercial Transport,2007,,,,24.78969,,,,
National,Commercial Transport,2008,,,0.5435549920634128,25.4012,62.605625,,,
National,Commercial Transport,2009,,,0.5123652047020214,26.19779,63.586695,,,
National,Commercial Transport,2010,,,0.43969728380499634,27.15979,67.1454,,,
National,Commercial Transport,2011,,,0.49523296298911257,28.463549999999998,70.53437999999998,,,
National,Commercial Transport,2012,,,0.3198947427784744,29.13739,74.11937999999999,,,
National,Commercial Transport,2013,,,0.28921362921167043,29.559060000000002,73.670145,,,
National,Commercial Transport,2014,,,0.306276321577921,29.30022,74.160875,,,
National,Commercial Transport,2015,,,0.3671612875444584,30.658459999999998,75.93897,,,
National,Commercial Transport,2016,,,0.3074806612680405,31.451169999999998,77.74941,,,
National,Commercial Transport,2017,,,0.2888203886795631,31.75475,78.83512,,,
National,Commercial Transport,2018,,,,32.69625,,,,
National,Commercial Transport,2019,,,,,,,,
National,Commercial Transport,2020,,,,,,,,
National,Commercial Transport,2021,,,,,,,,
National,Commercial Transport,2022,,,,,,,,
National,Commercial Transport,2023,,,,,,,,
National,Commercial Transport,2024,,,,,,,,
National,Commercial Transport,2025,,,,,,,,
National,Commercial Transport,2026,,,,,,,,
National,Commercial Transport,2027,,,,,,,,
National,Commercial Transport,2028,,,,,,,,
National,Commercial Transport,2029,,,,,,,,
National,Commercial Transport,2030,,,,,,,,
National,Commercial Transport,2031,,,,,,,,
National,Commercial Transport,2032,,,,,,,,
National,Commercial Transport,2033,,,,,,,,
National,Commercial Transport,2034,,,,,,,,
National,Commercial Transport,2035,,,,,,,,
National,Commercial Transport,2036,,,,,,,,
National,Commercial Transport,2037,,,,,,,,
National,Commercial Transport,2038,,,,,,,,
National,Commercial Transport,2039,,,,,,,,
National,Commercial Transport,2040,,,,,,,,
National,Commercial Transport,2041,,,,,,,,
National,Commercial Transport,2042,,,,,,,,
National,Commercial Transport,2043,,,,,,,,
National,Commercial Transport,2044,,,,,,,,
National,Commercial Transport,2045,,,,,,,,
National,Commercial Transport,2046,,,,,,,,
National,Commercial Transport,2047,,,,,,,,
National,Commercial Transport,2048,,,,,,,,
National,Commercial Transport,2049,,,,,,,,
National,Commercial Transport,2050,,,,,,,,
National,Construction,1990,,,,,,,,
National,Construction,2005,,,,9.24485,,,,
National,Construction,2006,,,,9.22988,,,,
National,Construction,2007,,,,9.11734,,,,
National,Construction,2008,,,0.1829300378712378,9.18111,94.06875,,,
National,Construction,2009,,,0.18030749738066815,8.67365,94.80470999999999,,,
National,Construction,2010,,,0.17465930318812212,8.39161,102.9948,,,
National,Construction,2011,,,0.1634379714959709,8.662889999999999,107.41078,,,
National,Construction,2012,,,0.14577082363414756,8.536950000000001,108.64313999999999,,,
National,Construction,2013,,,0.1305079651742332,8.88764,111.38017500000001,,,
National,Construction,2014,,,0.1262005837682672,9.07595,114.55573000000001,,,
National,Construction,2015,,,0.1202387807039812,9.207270000000001,119.27932000000001,,,
National,Construction,2016,,,0.12406244008811206,9.774,122.68016,,,
National,Construction,2017,,,0.12622643316413976,9.91113,121.12360000000001,,,
National,Construction,2018,,,,9.849450000000001,,,,
National,Construction,2019,,,,,,,,
National,Construction,2020,,,,,,,,
National,Construction,2021,,,,,,,,
National,Construction,2022,,,,,,,,
National,Construction,2023,,,,,,,,
National,Construction,2024,,,,,,,,
National,Construction,2025,,,,,,,,
National,Construction,2026,,,,,,,,
National,Construction,2027,,,,,,,,
National,Construction,2028,,,,,,,,
National,Construction,2029,,,,,,,,
National,Construction,2030,,,,,,,,
National,Construction,2031,,,,,,,,
National,Construction,2032,,,,,,,,
National,Construction,2033,,,,,,,,
National,Construction,2034,,,,,,,,
National,Construction,2035,,,,,,,,
National,Construction,2036,,,,,,,,
National,Construction,2037,,,,,,,,
National,Construction,2038,,,,,,,,
National,Construction,2039,,,,,,,,
National,Construction,2040,,,,,,,,
National,Construction,2041,,,,,,,,
National,Construction,2042,,,,,,,,
National,Construction,2043,,,,,,,,
National,Construction,2044,,,,,,,,
National,Construction,2045,,,,,,,,
National,Construction,2046,,,,,,,,
National,Construction,2047,,,,,,,,
National,Construction,2048,,,,,,,,
National,Construction,2049,,,,,,,,
National,Construction,2050,,,,,,,,
National,Electricity generation,1990,,,,,,,,
National,Electricity generation,2005,,,,189.747,,,,
National,Electricity generation,2006,,,,194.158,,,,
National,Electricity generation,2007,,,,196.877,,,,
National,Electricity generation,2008,0.809533648855671,245370.90000000002,3.5101198027601903,198.636,21.420625,,,
National,Electricity generation,2009,0.8141313022967608,249901.95,2.8740526884092854,203.453,23.930880000000002,,,
National,Electricity generation,2010,0.7799367567554745,252928.2,2.80616478441049,197.268,25.2888,,,
National,Electricity generation,2011,0.7549689233733767,252158.72350000002,2.679971544813163,190.372,26.62432,,,
National,Electricity generation,2012,0.763734247601484,250224.47350000002,2.415395061637607,191.105,28.556429999999995,,,
National,Electricity generation,2013,0.7171833527887453,249372.771,2.3636585489750632,178.846,28.642995000000003,,,
National,Electricity generation,2014,0.688557927498832,250713.837,2.3148624829164555,172.631,28.689890000000002,,,
National,Electricity generation,2015,0.707904529301083,255143.162,2.1842056672660854,180.617,28.43311,,,
National,Electricity generation,2016,0.7189811066313245,258481.062,2.0410159956205556,185.843,29.30052,,,
National,Electricity generation,2017,0.6984208112168223,259030.082,1.9669375054023686,180.912,30.0794,,,
National,Electricity generation,2018,,,,174.397,,,,
National,Electricity generation,2019,,,,,,,,
National,Electricity generation,2020,,,,,,,,
National,Electricity generation,2021,,,,,,,,
National,Electricity generation,2022,,,,,,,,
National,Electricity generation,2023,,,,,,,,
National,Electricity generation,2024,,,,,,,,
National,Electricity generation,2025,,,,,,,,
National,Electricity generation,2026,,,,,,,,
National,Electricity generation,2027,,,,,,,,
National,Electricity generation,2028,,,,,,,,
National,Electricity generation,2029,,,,,,,,
National,Electricity generation,2030,,,,,,,,
National,Electricity generation,2031,,,,,,,,
National,Electricity generation,2032,,,,,,,,
National,Electricity generation,2033,,,,,,,,
National,Electricity generation,2034,,,,,,,,
National,Electricity generation,2035,,,,,,,,
National,Electricity generation,2036,,,,,,,,
National,Electricity generation,2037,,,,,,,,
National,Electricity generation,2038,,,,,,,,
National,Electricity generation,2039,,,,,,,,
National,Electricity generation,2040,,,,,,,,
National,Electricity generation,2041,,,,,,,,
National,Electricity generation,2042,,,,,,,,
National,Electricity generation,2043,,,,,,,,
National,Electricity generation,2044,,,,,,,,
National,Electricity generation,2045,,,,,,,,
National,Electricity generation,2046,,,,,,,,
National,Electricity generation,2047,,,,,,,,
National,Electricity generation,2048,,,,,,,,
National,Electricity generation,2049,,,,,,,,
National,Electricity generation,2050,,,,,,,,
National,"Gas, Water & Waste Services",1990,,,,,,,,
National,"Gas, Water & Waste Services",2005,,,,16.322,,,,
National,"Gas, Water & Waste Services",2006,,,,16.248,,,,
National,"Gas, Water & Waste Services",2007,,,,16.279,,,,
National,"Gas, Water & Waste Services",2008,,,14.609616622230394,17.208,13.59625,,,
National,"Gas, Water & Waste Services",2009,,,14.752191133951474,17.094,13.791375,,,
National,"Gas, Water & Waste Services",2010,,,12.823433051211046,17.989,15.3834,,,
National,"Gas, Water & Waste Services",2011,,,10.970173335791998,17.555,17.3536,,,
National,"Gas, Water & Waste Services",2012,,,10.32749907049536,15.837,18.50448,,,
National,"Gas, Water & Waste Services",2013,,,9.192031407280858,14.536,19.456635000000002,,,
National,"Gas, Water & Waste Services",2014,,,8.308522936742392,14.457,20.77758,,,
National,"Gas, Water & Waste Services",2015,,,8.607461862191588,14.342,20.98377,,,
National,"Gas, Water & Waste Services",2016,,,8.874672111850389,15.22,20.940830000000002,,,
National,"Gas, Water & Waste Services",2017,,,8.432899270595607,15.289,21.45312,,,
National,"Gas, Water & Waste Services",2018,,,,15.394,,,,
National,"Gas, Water & Waste Services",2019,,,,,,,,
National,"Gas, Water & Waste Services",2020,,,,,,,,
National,"Gas, Water & Waste Services",2021,,,,,,,,
National,"Gas, Water & Waste Services",2022,,,,,,,,
National,"Gas, Water & Waste Services",2023,,,,,,,,
National,"Gas, Water & Waste Services",2024,,,,,,,,
National,"Gas, Water & Waste Services",2025,,,,,,,,
National,"Gas, Water & Waste Services",2026,,,,,,,,
National,"Gas, Water & Waste Services",2027,,,,,,,,
National,"Gas, Water & Waste Services",2028,,,,,,,,
National,"Gas, Water & Waste Services",2029,,,,,,,,
National,"Gas, Water & Waste Services",2030,,,,,,,,
